source_path,source_file_id,source_filename,output_filename,output_path,status,seg_success,roi_success,fruit_area_ratio_after_label_crop,bbox_x1,bbox_y1,bbox_x2,bbox_y2,original_h,original_w,after_label_h,after_label_w,crop_h,crop_w
VIN005/surface/VIN005_19.JPG,1cES9OB8qi55kIC5ZbcdOPneWdYtxyOR4,VIN005_19.JPG,VIN005_19.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/VIN005_19.JPG,ok,True,True,0.03360771048109966,1859,1143,4021,1939,4000,6000,3880,5760,797,2163
Draco/surface/Draco_04.JPG,1n5ZFDg5FvvcgpObTK-ReEI6KyehF5don,Draco_04.JPG,Draco_04.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/Draco_04.JPG,ok,True,True,0.03535572379725086,1515,1464,4383,2115,4000,6000,3880,5760,652,2869
Draco/surface/Draco_08.JPG,1RHX7Qe13m95mNNt0oUbhFj_s13Z3jrD3,Draco_08.JPG,Draco_08.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/Draco_08.JPG,ok,True,True,0.041766314075028635,1293,1401,4543,2127,4000,6000,3880,5760,727,3251
Draco/surface/Draco_01.JPG,1U_2uHxIGNUxodB5hKNvz35Ly9avHy_G4,Draco_01.JPG,Draco_01.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/Draco_01.JPG,ok,True,True,0.036378597508591064,1471,1419,4358,2094,4000,6000,3880,5760,676,2888
Draco/surface/Draco_03.JPG,1q6TxHAZsSEty8T8qB2qet3hBIfG9FJrr,Draco_03.JPG,Draco_03.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/Draco_03.JPG,ok,True,True,0.03534740120274914,1561,1441,4371,2121,4000,6000,3880,5760,681,2811
Draco/surface/Draco_02.JPG,1gGEVCrBPx_xAlfbDiX2y5Odv6XhAtoZM,Draco_02.JPG,Draco_02.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/Draco_02.JPG,ok,True,True,0.034986755441008016,1550,1463,4365,2122,4000,6000,3880,5760,660,2816
Draco/surface/Draco_06.JPG,1pWWw3V6t_sTljBA5040XaHvcJsQykWZD,Draco_06.JPG,Draco_06.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/Draco_06.JPG,ok,True,True,0.0417508770045819,1239,1355,4475,2083,4000,6000,3880,5760,729,3237
Draco/surface/Draco_05.JPG,1_hrrzk4eMXWZsE8tI9NPtvKMMZizGEtk,Draco_05.JPG,Draco_05.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/Draco_05.JPG,ok,True,True,0.04269482030355097,1199,1390,4500,2101,4000,6000,3880,5760,712,3302
Draco/surface/Draco_07.JPG,14guTdBYRCBIVMY_cQefrnIDcyRi-k1zd,Draco_07.JPG,Draco_07.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/Draco_07.JPG,ok,True,True,0.04109750859106529,1311,1415,4514,2120,4000,6000,3880,5760,706,3204
DC3/surface/DC3_03.JPG,1kaNE6fda0z6U49zNERzbA6chUJ4nWBmg,DC3_03.JPG,DC3_03.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/DC3_03.JPG,ok,True,True,0.047334174541809854,1430,1433,4637,2245,4000,6000,3880,5760,813,3208
DC3/surface/DC3_04.JPG,1SwSEvEcKHab0UQbOgkUIhEyZsPqdGXOw,DC3_04.JPG,DC3_04.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/DC3_04.JPG,ok,True,True,0.04650419709335624,1503,1383,4677,2156,4000,6000,3880,5760,774,3175
DC3/surface/DC3_05.JPG,1GzGQbOECXCj2fEgEBpODyIXfmTo7xJFB,DC3_05.JPG,DC3_05.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/DC3_05.JPG,ok,True,True,0.058942896262886596,1381,1157,4746,2116,4000,6000,3880,5760,960,3366
DC3/surface/DC3_07.JPG,1G92bT0JAQPGNZLuXuYXP-y2c_LWMHZQR,DC3_07.JPG,DC3_07.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/DC3_07.JPG,ok,True,True,0.057859974584765175,1494,1185,4727,2155,4000,6000,3880,5760,971,3234
DC3/surface/DC3_06.JPG,16GoE6rGhyAO5euezhuKyGz1IE7Fvzs7G,DC3_06.JPG,DC3_06.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/DC3_06.JPG,ok,True,True,0.05618869916953036,1474,1268,4711,2224,4000,6000,3880,5760,957,3238
DC3/surface/DC3_08.JPG,1gfDeNeNxUCih8TM7bP12_v3VVXBuu-OL,DC3_08.JPG,DC3_08.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/DC3_08.JPG,ok,True,True,0.05783379868270332,1194,1135,4564,2119,4000,6000,3880,5760,985,3371
DC3/surface/DC3_01.JPG,1RFd8OqzGzVfAeSfzCXMEFuu9DBgwEt2o,DC3_01.JPG,DC3_01.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/DC3_01.JPG,ok,True,True,0.04646338953321878,1249,1320,4384,2122,4000,6000,3880,5760,803,3136
DC3/surface/DC3_02.JPG,1RniLYuQ-fxWIuXNUrjPoYI_eeCjQ2RKx,DC3_02.JPG,DC3_02.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/DC3_02.JPG,ok,True,True,0.046882785652920964,1316,1389,4490,2193,4000,6000,3880,5760,805,3175
TVI8711/surface/TVI8711_04.JPG,1D-vEJVuFn6ygLAU5VayzvCqDgGaP2TqZ,TVI8711_04.JPG,TVI8711_04.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_04.JPG,ok,True,True,0.050721291523482245,1496,1181,4526,2084,4000,6000,3880,5760,904,3031
TVI8711/surface/TVI8711_07.JPG,1om45hd4oQwA6wSTWEwJWWaelop3h5dsh,TVI8711_07.JPG,TVI8711_07.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_07.JPG,ok,True,True,0.046228119630584194,1612,1068,4334,1989,4000,6000,3880,5760,922,2723
TVI8711/surface/TVI8711_09.JPG,1pGzv86XfCDPvUxnBrjqD218AcrIqewlB,TVI8711_09.JPG,TVI8711_09.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_09.JPG,ok,True,True,0.04650160187571592,1489,1120,4431,1953,4000,6000,3880,5760,834,2943
TVI8711/surface/TVI8711_02.JPG,161RPeKjGa_d44vE9Nm964yP2V-4NFQ4a,TVI8711_02.JPG,TVI8711_02.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_02.JPG,ok,True,True,0.050495373353379155,1474,1128,4568,1996,4000,6000,3880,5760,869,3095
TVI8711/surface/TVI8711_11.JPG,1ZCDrjsXJA_d8e7qRCbxzu1jHhkDPGVA4,TVI8711_11.JPG,TVI8711_11.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_11.JPG,ok,True,True,0.04696023947594502,1455,1196,4455,2023,4000,6000,3880,5760,828,3001
TVI8711/surface/TVI8711_03.JPG,1SfvOir5U8LIHRPfeEEW2YVDgB5F7Q630,TVI8711_03.JPG,TVI8711_03.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_03.JPG,ok,True,True,0.05138486182703322,1455,1067,4560,1967,4000,6000,3880,5760,901,3106
TVI8711/surface/TVI8711_05.JPG,1MaLm-YBGCNRF7gNh-kumTv4GNOCfCAk5,TVI8711_05.JPG,TVI8711_05.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_05.JPG,ok,True,True,0.04608614332760596,1474,1044,4243,1938,4000,6000,3880,5760,895,2770
TVI8711/surface/TVI8711_12.JPG,1oHc03a6Yh8QBGFWRfHCIxrSFINsLK0l8,TVI8711_12.JPG,TVI8711_12.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_12.JPG,ok,True,True,0.04533974978522337,1475,1148,4432,1953,4000,6000,3880,5760,806,2958
TVI8711/surface/TVI8711_10.JPG,1JlbQct7Mry-76SCwtnshyAQaxVCnOc35,TVI8711_10.JPG,TVI8711_10.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_10.JPG,ok,True,True,0.046265213344788086,1486,1214,4481,2024,4000,6000,3880,5760,811,2996
TVI8711/surface/TVI8711_06.JPG,1TG13Y3FEBtnCVhnkqNuKliR5YhmtCTdI,TVI8711_06.JPG,TVI8711_06.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_06.JPG,ok,True,True,0.047448229882588774,1543,969,4333,1890,4000,6000,3880,5760,922,2791
TVI8711/surface/TVI8711_01.JPG,1rCtk-x5dsp9TLPzaatK0lFVRg3aFs1hJ,TVI8711_01.JPG,TVI8711_01.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_01.JPG,ok,True,True,0.05047062929553264,1473,1084,4519,1972,4000,6000,3880,5760,889,3047
TVI8711/surface/TVI8711_08.JPG,1mzyNnSgB4iu9OzWpxPkNewv4q1cAaInS,TVI8711_08.JPG,TVI8711_08.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8711_08.JPG,ok,True,True,0.04726956257159221,1540,1036,4268,1947,4000,6000,3880,5760,912,2729
8993/surface/8993_15.JPG,1_pkg21cSGwlb8yrS7Z14om0eoG4vOGVH,8993_15.JPG,8993_15.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_15.JPG,ok,True,True,0.010117769186712486,2214,1486,3476,2001,4000,6000,3880,5760,516,1263
8993/surface/8993_02.JPG,1j5rB9lUc8M4Dv_UJ_EguWo1ni_8jA5Gy,8993_02.JPG,8993_02.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_02.JPG,ok,True,True,0.01318965671534937,2216,1488,3659,2092,4000,6000,3880,5760,605,1444
8993/surface/8993_13.JPG,1mMriTyiqNeFt0zUhTYO5Q6YaJ3Le6-LY,8993_13.JPG,8993_13.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_13.JPG,ok,True,True,0.010023267468499427,2235,1555,3477,2072,4000,6000,3880,5760,518,1243
8993/surface/8993_09.JPG,155nRb6YdUnmUc3ipcdxmPGxPd0g72106,8993_09.JPG,8993_09.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_09.JPG,ok,True,True,0.010473090277777777,2288,1518,3468,2085,4000,6000,3880,5760,568,1181
8993/surface/8993_01.JPG,1Pv3qVd6YQh7JYdDuS7FEBI_5dk6vDLnQ,8993_01.JPG,8993_01.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_01.JPG,ok,True,True,0.01294570625715922,2186,1465,3639,2066,4000,6000,3880,5760,602,1454
8993/surface/8993_16.JPG,1cqsbd3yn4FL0PgQm_uMKS-CUp4Dn0WDb,8993_16.JPG,8993_16.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_16.JPG,ok,True,True,0.009886347365406644,2246,1522,3497,2052,4000,6000,3880,5760,531,1252
8993/surface/8993_03.JPG,1GnaeMdkm8bq12Ij2BVvj04Pcpgb_9Vwk,8993_03.JPG,8993_03.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_03.JPG,ok,True,True,0.013115782502863688,2197,1481,3637,2095,4000,6000,3880,5760,615,1441
8993/surface/8993_05.JPG,1rqzlQPNyjYLWjStRs5ttAICr5KpRONRj,8993_05.JPG,8993_05.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_05.JPG,ok,True,True,0.009029567583046964,2330,1594,3503,2066,4000,6000,3880,5760,473,1174
8993/surface/8993_10.JPG,1rgAgWhP3Pyl-jcQ_GwIs3ASmrWBkj6zi,8993_10.JPG,8993_10.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_10.JPG,ok,True,True,0.010390669745131729,2295,1566,3477,2117,4000,6000,3880,5760,552,1183
8993/surface/8993_07.JPG,11C4nDiRTGgco60WJw2LdUbeGsPFMTQNc,8993_07.JPG,8993_07.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_07.JPG,ok,True,True,0.009051224226804124,2236,1609,3392,2069,4000,6000,3880,5760,461,1157
8993/surface/8993_04.JPG,1ehoJZvvImSgWqO6jCkLza22SsDSKwBx3,8993_04.JPG,8993_04.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_04.JPG,ok,True,True,0.013288677691867125,2167,1481,3627,2101,4000,6000,3880,5760,621,1461
8993/surface/8993_08.JPG,1OpjOXkA5HYx98H5xZ9udxVaXAGhqJuNM,8993_08.JPG,8993_08.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_08.JPG,ok,True,True,0.00895063717067583,2252,1612,3427,2083,4000,6000,3880,5760,472,1176
8993/surface/8993_14.JPG,1CNFeTjagGrEl8CYJlPDvlMGnQvJz_TJU,8993_14.JPG,8993_14.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_14.JPG,ok,True,True,0.009940309994272624,2215,1475,3471,1985,4000,6000,3880,5760,511,1257
8993/surface/8993_06.JPG,1A_uHE74HqQ3rBAGdA6Ku39kt4NRiNv-n,8993_06.JPG,8993_06.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_06.JPG,ok,True,True,0.00855871456185567,2337,1626,3497,2059,4000,6000,3880,5760,434,1161
8993/surface/8993_11.JPG,1LcEcDALbUsSARRnU9zYEVYGmt-YQZQRV,8993_11.JPG,8993_11.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_11.JPG,ok,True,True,0.010411118270332188,2313,1589,3485,2144,4000,6000,3880,5760,556,1173
8993/surface/8993_12.JPG,1tenrnXFZbHAOIFmUovq86Xj8CXUkSowC,8993_12.JPG,8993_12.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8993_12.JPG,ok,True,True,0.010547143470790377,2277,1535,3457,2087,4000,6000,3880,5760,553,1181
TVI8573/surface/TVI8573_06.JPG,1EqI-rPGTQAjLvXt-CtEg7xtRykAZI0RI,TVI8573_06.JPG,TVI8573_06.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_06.JPG,ok,True,True,0.034355222651775486,1957,1077,4253,1893,4000,6000,3880,5760,817,2297
TVI8573/surface/TVI8573_11.JPG,1ng-3RTGlWSxS9TclV1RY1nIIyfUOt1oS,TVI8573_11.JPG,TVI8573_11.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_11.JPG,ok,True,True,0.03224396835624284,2073,1136,4237,1931,4000,6000,3880,5760,796,2165
TVI8573/surface/TVI8573_05.JPG,1M0lMJacCZX5D2e-6Ewr2RLwp4365PFRZ,TVI8573_05.JPG,TVI8573_05.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_05.JPG,ok,True,True,0.03397417310996564,1964,1087,4288,1882,4000,6000,3880,5760,796,2325
TVI8573/surface/TVI8573_01.JPG,1Itr-aQkLTal4uRXu1kRRLpl_UMgWQZoH,TVI8573_01.JPG,TVI8573_01.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_01.JPG,ok,True,True,0.038110860538373426,2056,1005,4280,1914,4000,6000,3880,5760,910,2225
TVI8573/surface/TVI8573_09.JPG,1Lhy9bTd6fFw4RLjdk4CXQUC1qkVEl40f,TVI8573_09.JPG,TVI8573_09.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_09.JPG,ok,True,True,0.031064576174112256,2079,1050,4262,1837,4000,6000,3880,5760,788,2184
TVI8573/surface/TVI8573_10.JPG,19Yh5sEHk6Y84LsllKjTv7Y8QEjUsIAst,TVI8573_10.JPG,TVI8573_10.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_10.JPG,ok,True,True,0.03159708798682703,2061,1098,4225,1876,4000,6000,3880,5760,779,2165
TVI8573/surface/TVI8573_04.JPG,1LfO3oF2wVoNya4c6g4PDV3tvveDYx3dw,TVI8573_04.JPG,TVI8573_04.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_04.JPG,ok,True,True,0.036865871993127144,1986,1091,4257,1948,4000,6000,3880,5760,858,2272
TVI8573/surface/TVI8573_07.JPG,1YVzkNX30Z2k_ZNTGm3Qs1LOIqx4WaOdc,TVI8573_07.JPG,TVI8573_07.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_07.JPG,ok,True,True,0.03487140249140894,1944,1101,4244,1943,4000,6000,3880,5760,843,2301
TVI8573/surface/TVI8573_08.JPG,1Jpd-iWs1DmD5gx9tT09ZDFWOKC3l7S5Z,TVI8573_08.JPG,TVI8573_08.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_08.JPG,ok,True,True,0.03288409221076747,1936,1147,4249,1940,4000,6000,3880,5760,794,2314
TVI8573/surface/TVI8573_12.JPG,1r5QD0O1ciDS4zQf56mdg7CCc2TamHjjt,TVI8573_12.JPG,TVI8573_12.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_12.JPG,ok,True,True,0.03148227197880871,2095,1117,4273,1904,4000,6000,3880,5760,788,2179
TVI8573/surface/TVI8573_02.JPG,177ox8AAtNL37c-vS0D47T68KI5YkYWCc,TVI8573_02.JPG,TVI8573_02.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_02.JPG,ok,True,True,0.03682918098510882,2040,1020,4242,1897,4000,6000,3880,5760,878,2203
TVI8573/surface/TVI8573_03.JPG,1m6wJV_hFOLi6kVGbt_GkPwhiRCx6M1mO,TVI8573_03.JPG,TVI8573_03.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8573_03.JPG,ok,True,True,0.03873975336483391,2000,998,4254,1916,4000,6000,3880,5760,919,2255
TVI8909/surface/TVI8909_02.JPG,1m0p2Hi165mtp_5pEdIArEz0Kd1BIWmEE,TVI8909_02.JPG,TVI8909_02.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8909_02.JPG,ok,True,True,0.03875604059278351,1763,1052,4100,1943,4000,6000,3880,5760,892,2338
TVI8909/surface/TVI8909_04.JPG,1fa9TLsUd7F1W3m6R0VWAPi7Gy_fmiuOF,TVI8909_04.JPG,TVI8909_04.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8909_04.JPG,ok,True,True,0.03866279173825888,1759,1034,4074,1948,4000,6000,3880,5760,915,2316
TVI8909/surface/TVI8909_01.JPG,1VWop0BVyPhE2armc7E3dLzIIWL-V9SUL,TVI8909_01.JPG,TVI8909_01.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8909_01.JPG,ok,True,True,0.03984952212199313,1684,1081,4006,2040,4000,6000,3880,5760,960,2323
TVI8909/surface/TVI8909_03.JPG,11WT8BnRmbX5l4E7t0zzsOkmmlix39PXy,TVI8909_03.JPG,TVI8909_03.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/TVI8909_03.JPG,ok,True,True,0.03826017504295533,1808,1061,4083,1955,4000,6000,3880,5760,895,2276
8769/surface/8769_03.JPG,1LYlAhyT94SGqAspNi1Ux-eVpgXO_e1C3,8769_03.JPG,8769_03.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8769_03.JPG,ok,True,True,0.06939477734822451,954,1134,4862,2029,4000,6000,3880,5760,896,3909
8769/surface/8769_02.JPG,1nJ9hqP2wLheb9g9MMThkrTuy6QqPd__X,8769_02.JPG,8769_02.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8769_02.JPG,ok,True,True,0.07024730634306987,987,1034,4855,1978,4000,6000,3880,5760,945,3869
8769/surface/8769_07.JPG,1HVsdN_trVx_2j8CY0BFh3ZEr4JvmxPqW,8769_07.JPG,8769_07.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8769_07.JPG,ok,True,True,0.05706919387170676,1280,1197,4657,2066,4000,6000,3880,5760,870,3378
8769/surface/8769_08.JPG,11Poih5r5i6uaIWFwBbyeVI0nl_8P3aSG,8769_08.JPG,8769_08.JPG,/content/drive/MyDrive/TGMT-KLTN/DATABASE-GT/DATASET/8769_08.JPG,ok,True,True,0.057340304624856814,1287,1160,4651,2023,4000,6000,3880,5760,864,3365
